Reward,Got Flag
1462.0,False
1930.0,False
1612.0,False
1867.0,False
1020.0,False
1872.0,False
1455.0,False
636.0,False
1050.0,False
1858.0,False
1061.0,False
1429.0,False
1534.0,False
1460.0,False
1474.0,False
1456.0,False
655.0,False
681.0,False
1058.0,False
1463.0,False
1454.0,False
1234.0,False
1866.0,False
1050.0,False
1455.0,False
1451.0,False
1061.0,False
1950.0,False
1453.0,False
1468.0,False
670.0,False
1068.0,False
1061.0,False
1059.0,False
657.0,False
642.0,False
673.0,False
1920.0,False
1086.0,False
2514.0,False
1658.0,False
2039.0,False
1510.0,False
1243.0,False
652.0,False
1848.0,False
2380.0,False
1444.0,False
1057.0,False
1195.0,False
1056.0,False
1065.0,False
1435.0,False
1466.0,False
1063.0,False
679.0,False
635.0,False
651.0,False
1477.0,False
1048.0,False
651.0,False
1463.0,False
2369.0,False
1483.0,False
1164.0,False
1807.0,False
1435.0,False
650.0,False
2143.0,False
1777.0,False
1959.0,False
1455.0,False
1066.0,False
685.0,False
1254.0,False
697.0,False
705.0,False
1066.0,False
1062.0,False
1611.0,False
670.0,False
2140.0,False
1069.0,False
688.0,False
1069.0,False
680.0,False
1080.0,False
1547.0,False
1073.0,False
1448.0,False
665.0,False
665.0,False
1502.0,False
2048.0,False
1066.0,False
3089.0,False
1398.0,False
1071.0,False
686.0,False
1045.0,False
1053.0,False
1068.0,False
686.0,False
1420.0,False
678.0,False
671.0,False
1547.0,False
2154.0,False
1082.0,False
1047.0,False
1047.0,False
1062.0,False
1045.0,False
1062.0,False
682.0,False
2247.0,False
1873.0,False
1056.0,False
668.0,False
674.0,False
1453.0,False
1058.0,False
1841.0,False
688.0,False
1430.0,False
676.0,False
1080.0,False
1048.0,False
1551.0,False
1787.0,False
1077.0,False
1078.0,False
1580.0,False
1470.0,False
1069.0,False
2003.0,False
694.0,False
2098.0,False
1607.0,False
686.0,False
648.0,False
1034.0,False
1482.0,False
663.0,False
1764.0,False
1059.0,False
678.0,False
1146.0,False
641.0,False
677.0,False
1490.0,False
664.0,False
1947.0,False
1449.0,False
1051.0,False
674.0,False
2112.0,False
1063.0,False
680.0,False
2565.0,False
670.0,False
1866.0,False
672.0,False
637.0,False
1585.0,False
665.0,False
1465.0,False
1950.0,False
1875.0,False
1150.0,False
1496.0,False
2549.0,False
1040.0,False
1850.0,False
1564.0,False
666.0,False
1233.0,False
1203.0,False
1469.0,False
1571.0,False
1242.0,False
2931.0,False
1007.0,False
1051.0,False
667.0,False
2157.0,False
1072.0,False
659.0,False
1683.0,False
667.0,False
1459.0,False
649.0,False
2090.0,False
1069.0,False
1876.0,False
671.0,False
2148.0,False
1465.0,False
1953.0,False
660.0,False
679.0,False
2362.0,False
1871.0,False
1777.0,False
1023.0,False
1449.0,False
2767.0,False
1880.0,False
678.0,False
2701.0,False
636.0,False
1018.0,False
1456.0,False
628.0,False
1068.0,False
1055.0,False
2156.0,False
1074.0,False
662.0,False
2271.0,False
1456.0,False
1058.0,False
1263.0,False
1555.0,False
645.0,False
1021.0,False
1869.0,False
1050.0,False
633.0,False
1576.0,False
1070.0,False
653.0,False
658.0,False
1542.0,False
1040.0,False
1046.0,False
1043.0,False
1068.0,False
1848.0,False
2251.0,False
643.0,False
1762.0,False
642.0,False
630.0,False
1468.0,False
2683.0,False
1471.0,False
2893.0,False
1570.0,False
1062.0,False
675.0,False
1079.0,False
1976.0,False
1071.0,False
1727.0,False
1469.0,False
667.0,False
666.0,False
1459.0,False
1059.0,False
1610.0,False
1676.0,False
679.0,False
683.0,False
1557.0,False
1071.0,False
1463.0,False
667.0,False
652.0,False
1060.0,False
1050.0,False
660.0,False
1592.0,False
1057.0,False
1473.0,False
1048.0,False
1167.0,False
1628.0,False
3590.0,False
1471.0,False
1525.0,False
664.0,False
